"year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1891,-0.30476433734488,-0.3365904044952,-0.271484387487039,-0.301464849605522,-0.308465018907068,-0.269814457314828,-0.322190568400271,-0.327836223988444,-0.29848596282456,-0.324548062397363,-0.299826948016034,-0.346923815665939,-0.319487590312213,-0.295739263211822,-0.281525816434599,-0.326134254527272,-0.302038512334661,-0.312340916434467,-0.351282848844213,-0.352810206421794,-0.31274076270232,-0.307759895627173,-0.304608510080341,-0.355602506869996,-0.342784277104119,-0.311186125438432,-0.31524561488492,-0.320507265586646,-0.337353662579614,-0.265861767068473,-0.284653954214869,-0.377085440314352,-0.311312274916576,-0.327956383593833,-0.316250338230199,-0.351332913328603,-0.300806065442709,-0.335686102045776,-0.302263761984899,-0.314830808204137,-0.318694892902604,-0.320525023154267,-0.295830746861614,-0.29164289719172,-0.303989417803377,-0.293146790753272,-0.339392666916603,-0.292726605021763,-0.313740970229878,-0.283601265809883,-0.320928283675978,-0.361613172185593,-0.29522438756284,-0.307804880921926,-0.31457159724679,-0.29165328337043,-0.292343185866972,-0.330386420535819,-0.322893057592339,-0.341005819015134,-0.2977340106269,-0.319309447400213,-0.339586385461438,-0.30662239675527,-0.334678407278192,-0.332760345682729,-0.306058079173488,-0.31775701716006,-0.296514772701272,-0.291193377971765,-0.264171404921656,-0.319616168578325,-0.309183800418181,-0.300056892490995,-0.303386593398028,-0.3492798418203,-0.318925574763817,-0.320650073036128,-0.321579429414256,-0.331117238003593,-0.300934725464053,-0.323655869425951,-0.333928949132252,-0.290117423714498,-0.308818795433718,-0.295634990248585,-0.31227969696481,-0.291015947324596,-0.29034054956056,-0.314020749867531,-0.321054186107782,-0.297624844107207,-0.289698044741975,-0.305622698531027,-0.315362969464234,-0.317269093516167,-0.34127721141794,-0.27244370324375,-0.317184005199389,-0.312413979732724
1892,-0.373991330840837,-0.395570809897805,-0.387383790112017,-0.377521038149427,-0.365157229516848,-0.377234058815665,-0.370315988677417,-0.379426515643722,-0.392536781551559,-0.401608338583667,-0.430168638629433,-0.373212314031682,-0.367176395979788,-0.368829543705252,-0.364700252873065,-0.379980766078404,-0.369348737136028,-0.350918479032194,-0.399365612897131,-0.356213579052931,-0.37056526901096,-0.35320832874388,-0.375543549954514,-0.371434086780204,-0.368111956628421,-0.390191793940641,-0.373227767621911,-0.370261861538787,-0.389616543157523,-0.359037392455853,-0.34736651784517,-0.356925315301831,-0.403436360555936,-0.355054994386451,-0.341453244848219,-0.339242936930119,-0.347174654676963,-0.372420193777293,-0.34330179496746,-0.414416834840519,-0.329156142998852,-0.379983887390786,-0.369428686293416,-0.379632530335108,-0.323578006072812,-0.376750795581337,-0.362540617765735,-0.347304797172936,-0.387894815240478,-0.358140521269185,-0.326529220525519,-0.37226525078026,-0.379731750161902,-0.370416602334831,-0.401743940268357,-0.337740260248359,-0.394417742433656,-0.383717528278357,-0.368806831117894,-0.355883398473394,-0.398299685658222,-0.398497865395299,-0.386750461756928,-0.34642749927676,-0.359143821873022,-0.373755243281555,-0.364853102349617,-0.395470393514349,-0.376435964602883,-0.364784049884827,-0.366751586137657,-0.390939196062283,-0.381256729761392,-0.336462466844426,-0.348382761712259,-0.385545718064535,-0.360469355420762,-0.398449527199256,-0.366778512202129,-0.392243984824541,-0.409710843239314,-0.379795697505408,-0.400009296574072,-0.367530266811818,-0.300307549128237,-0.326968904313555,-0.359851459373513,-0.387963247065523,-0.425016101634626,-0.412018112959468,-0.398871932230066,-0.374345810380466,-0.39405164007759,-0.375268609698616,-0.386474389666498,-0.387714569561995,-0.36112597430356,-0.399435823973039,-0.351009434041531,-0.356207955898739
1893,-0.398875487678182,-0.3785294799596,-0.402234632694119,-0.382719845600556,-0.408795040065777,-0.40968054486577,-0.387748109309547,-0.385874173714103,-0.404606239783537,-0.430574990696347,-0.457735443651223,-0.398453334661998,-0.391112063265994,-0.423218822131364,-0.40377103934626,-0.414323509030103,-0.38214132178568,-0.388451984716666,-0.384521733721964,-0.391283058426964,-0.382251799716834,-0.381848721602536,-0.364676341905574,-0.373909428981846,-0.408228156453483,-0.407481455708399,-0.413146318351815,-0.416551334345165,-0.380793163958669,-0.370995421292051,-0.401352439733135,-0.401882679057911,-0.377786022400205,-0.37264164170254,-0.370109869945947,-0.430772323428719,-0.400977075381477,-0.409991341119686,-0.369212519060746,-0.435155525030096,-0.36266281637823,-0.422053390491206,-0.407826448042189,-0.415061641366729,-0.344333085719906,-0.394701712459193,-0.422446285095513,-0.432766239269189,-0.414135438760322,-0.353540705662264,-0.38569971817269,-0.419494719087657,-0.390578211436189,-0.407458083635846,-0.385619628265394,-0.406959015697941,-0.417386734264125,-0.434628925294215,-0.430257121389177,-0.393925125526582,-0.372109856077571,-0.391901997893081,-0.374057418688312,-0.401389479066844,-0.42233996508218,-0.405796886708824,-0.410516554402062,-0.355331584705361,-0.419047612712133,-0.380673224985437,-0.428177415403825,-0.393782608074989,-0.368343777085345,-0.411736260295531,-0.391429339143297,-0.425678595370924,-0.382904893289309,-0.380810712091077,-0.403277608205255,-0.380044663574834,-0.377093804497594,-0.407429485476321,-0.370998233266264,-0.39903088507051,-0.392356448596542,-0.397920917890674,-0.38080001083659,-0.394350767383478,-0.422236164228873,-0.349161885795719,-0.383193987844268,-0.399525490558783,-0.402661048163923,-0.411870405167358,-0.438230023868869,-0.405783050809461,-0.40237514557018,-0.42121562671611,-0.359720880574261,-0.381605017614328
1894,-0.385416600346016,-0.33631843342141,-0.358681913942037,-0.346275437451055,-0.364993589353321,-0.395323035858592,-0.364131827062542,-0.368508284066982,-0.362376785650468,-0.359896005495944,-0.363790243548209,-0.358579773253,-0.363836867328709,-0.337237474074707,-0.392522606942427,-0.407963376040243,-0.350887626967642,-0.360507834704218,-0.390664892617746,-0.34965576849785,-0.378240873148186,-0.335245997452309,-0.37877508891822,-0.349010812727881,-0.423799855262449,-0.363426167282934,-0.343547970334017,-0.371400188093302,-0.334611182747907,-0.345542766878938,-0.346036932795847,-0.373527422168697,-0.388246740010414,-0.333359796147795,-0.333120637363497,-0.397149798266302,-0.385835073083588,-0.327645731053844,-0.308664412671464,-0.360497822873605,-0.365087784009081,-0.411654525663494,-0.340106375866027,-0.347550979853738,-0.366654079879785,-0.366617907072219,-0.35569325977607,-0.391989571748171,-0.333080404305255,-0.299121860344294,-0.363804777161564,-0.373077117353062,-0.377717415340545,-0.364515763609506,-0.376728337261758,-0.353036594678688,-0.329863279804372,-0.373717063112095,-0.309912185254265,-0.359800743527058,-0.334278395057379,-0.350889695579721,-0.391880333819192,-0.349532273189512,-0.385299387536258,-0.381544906689111,-0.366206222409502,-0.387293930876293,-0.380280523877771,-0.346950072915386,-0.350898010972308,-0.377342725225973,-0.35516186436112,-0.347815688157445,-0.337212853259366,-0.354794439574735,-0.34077225410203,-0.374480134554046,-0.371595581784488,-0.375255425531977,-0.390254525630468,-0.336057414870913,-0.346056952677662,-0.402201046135988,-0.35643250016779,-0.377195395527571,-0.327132025543657,-0.39557306517874,-0.406336008121839,-0.402958915339479,-0.387563384210567,-0.34657341573564,-0.3798531883901,-0.368201163905343,-0.352069792400038,-0.3810258252623,-0.405654980670647,-0.372618654892189,-0.363402512401897,-0.402095285391165
1895,-0.344329559661417,-0.330948158474102,-0.309380615679583,-0.227644442093775,-0.30710724823348,-0.3004538574979,-0.28327128822958,-0.306794387796604,-0.268752110977417,-0.317697338689719,-0.325053445115131,-0.328253157903097,-0.294040181901174,-0.290588021431866,-0.337039202312424,-0.308617960109458,-0.295813292579771,-0.308857180812836,-0.286117368013307,-0.259334960899654,-0.299552828118307,-0.309335056332927,-0.304839588181371,-0.306464039452885,-0.35667625514364,-0.305292567019671,-0.289126645777834,-0.270788638669762,-0.322259599407915,-0.262897634128219,-0.318069327237252,-0.248399418070723,-0.284125534670046,-0.34055413305812,-0.284848053567057,-0.307374366078125,-0.303510726694125,-0.320004197519681,-0.311285604379324,-0.300092278921079,-0.353355443705463,-0.309692515641068,-0.289074475427233,-0.297002704128413,-0.279359081769288,-0.265004876520591,-0.294443161281957,-0.29986098371758,-0.294157222481311,-0.252362276284031,-0.296556891511189,-0.319227992663765,-0.287435567334691,-0.306573666196107,-0.288256177756851,-0.255174272729194,-0.308501746138514,-0.341205098217009,-0.313479296352372,-0.269430128818942,-0.274623978744536,-0.322822149331999,-0.324124211753002,-0.305801100491589,-0.305878740108978,-0.325609025941956,-0.318266770818912,-0.309968679468271,-0.340783510328213,-0.289999927667,-0.333750675005649,-0.281890083803665,-0.32497352603746,-0.292087384445574,-0.286315531910249,-0.295382420457969,-0.311274271662009,-0.319657243605461,-0.288708001767397,-0.30855708974369,-0.321425317179476,-0.3189978032787,-0.247660259981157,-0.270447529741943,-0.276793534621573,-0.282892107166428,-0.290865112038207,-0.296773446028719,-0.276074350733769,-0.206783341799538,-0.325407957739546,-0.320165868131887,-0.254844796954749,-0.309758267453555,-0.267000513637558,-0.313712531521123,-0.332796457899491,-0.312953677143287,-0.271692118765608,-0.31682806702363
1896,-0.212318539432228,-0.190586125091041,-0.180642971794116,-0.178634670203386,-0.186903525342466,-0.186406748642964,-0.205343842177786,-0.176722585506147,-0.208085689815766,-0.184916309754841,-0.186129141457663,-0.194663026279813,-0.135850339033341,-0.173130191737143,-0.202539220928263,-0.149141826616146,-0.170038935933016,-0.164311948436046,-0.177744353533073,-0.179109499242949,-0.174571607117178,-0.181701925890527,-0.19064508439741,-0.186350716648639,-0.160891441460536,-0.176219352727692,-0.175962883676917,-0.117341696026723,-0.161806128051764,-0.134800155028045,-0.188897148364713,-0.179632998871045,-0.183997072478881,-0.194835501455082,-0.180182486419834,-0.169313242399367,-0.143382654369184,-0.195006540975435,-0.150777584788049,-0.171433190725187,-0.16136949214721,-0.190911106634815,-0.158305862101069,-0.173579585602157,-0.181051502240826,-0.132496300147309,-0.157882649169185,-0.156243425183228,-0.180048655655382,-0.121314895993108,-0.168885015376177,-0.16396465487229,-0.162852590372916,-0.137942593027594,-0.188876240372409,-0.197393494833984,-0.164944185837897,-0.181793158129841,-0.209430129264112,-0.151075113375354,-0.169672295153793,-0.161594302787854,-0.15383112710811,-0.171334205722835,-0.189606228113223,-0.164759777702795,-0.190205605505089,-0.184374558373933,-0.175429044542989,-0.188596032119635,-0.179605173848928,-0.182223992692302,-0.14365226158808,-0.165425076654078,-0.162534392944775,-0.195921478972598,-0.14086413797585,-0.188019004482826,-0.169269251111445,-0.154452388539902,-0.163058525198169,-0.163641540877089,-0.154263717155704,-0.148100369485017,-0.178450014021688,-0.140972871095885,-0.160607918443733,-0.144441306780678,-0.190685663777186,-0.2066836175612,-0.161555033391218,-0.173615227028728,-0.189846917227765,-0.0935937209430136,-0.178833832623561,-0.189418214769253,-0.197003266982474,-0.186900336638095,-0.180272831064122,-0.18937955996199
1897,-0.192323865527923,-0.189859317215247,-0.162782669815715,-0.172714292378726,-0.211668538926411,-0.146843840295576,-0.181992642896738,-0.20757181777492,-0.176646203289191,-0.161058097507467,-0.149310132199914,-0.185196996198073,-0.156858297924816,-0.15261178164639,-0.18146084911866,-0.172455746224335,-0.192490477711852,-0.185698117298467,-0.248006424720176,-0.217068747715609,-0.195365856063299,-0.15859483583257,-0.166432241303868,-0.133429562172497,-0.183890514660332,-0.215785693630872,-0.182938563022197,-0.186840036361226,-0.192851936062151,-0.191768338578989,-0.160087617572764,-0.201842924771058,-0.191191658198802,-0.162423806970558,-0.164248116638099,-0.136987067594922,-0.147156806545417,-0.181505519217415,-0.19366454204496,-0.128792638254408,-0.169573461093586,-0.166583302074979,-0.194258923500616,-0.180961962409077,-0.156121682726716,-0.150526061704434,-0.146565335765858,-0.217052754581199,-0.160027297009728,-0.136148772931088,-0.180501818767348,-0.197376317283842,-0.171635677318868,-0.197952354667133,-0.178548663867535,-0.165904773457567,-0.133078176233747,-0.192081632692922,-0.169092714425017,-0.172230264948792,-0.18704597310856,-0.158851138746121,-0.13310246284744,-0.146797556396816,-0.171612688950378,-0.190014166009856,-0.1981875147305,-0.170256282942905,-0.209531605381447,-0.204487764341033,-0.164732882049592,-0.169841526815281,-0.187835432332275,-0.152628677091284,-0.189611415995978,-0.168915192141042,-0.184577000564903,-0.208926235500648,-0.188585146331885,-0.152129202852831,-0.211278854812741,-0.181663601725319,-0.150004424469285,-0.159283200204609,-0.16830281484924,-0.168898384677993,-0.185790476967897,-0.175160833841792,-0.166741364078502,-0.158542780360173,-0.202462973626612,-0.173718249139577,-0.154297061721646,-0.129654690396652,-0.16956724001833,-0.20313399946609,-0.165795410206997,-0.180644977409335,-0.134697586839385,-0.187543571138418
1898,-0.374199165979432,-0.338540087926972,-0.32363842326009,-0.372216963137018,-0.329560801980017,-0.352764601094,-0.320327060354485,-0.320357607686662,-0.334762994578162,-0.30437932742609,-0.325890155599038,-0.360284296076073,-0.376946371383202,-0.359649086563378,-0.293502406198184,-0.340164560538425,-0.379603820303347,-0.352541886211811,-0.344851198876468,-0.311234938145308,-0.373924484353936,-0.320412930516839,-0.324124513330935,-0.390542457590115,-0.351698558578605,-0.326118858905027,-0.358533544834205,-0.307578866998772,-0.345342854149188,-0.344981103157069,-0.338797573328443,-0.346567332977234,-0.303801920253584,-0.390108230004409,-0.313215382654888,-0.312875396747944,-0.326581748743628,-0.317078836561986,-0.318266241341347,-0.384141577897363,-0.341610262195607,-0.357582114178809,-0.348934633004895,-0.33996988816794,-0.319729448216618,-0.355222231904945,-0.295505791240449,-0.327989700858376,-0.331385298845987,-0.309940624882314,-0.317763275168939,-0.339784822748966,-0.340685869953644,-0.306039025998051,-0.366848758882631,-0.32746877572977,-0.341983595854457,-0.355591465306652,-0.316766861009904,-0.341683285810447,-0.334238173721463,-0.343164191071151,-0.327480060920777,-0.2921516622091,-0.352606149977453,-0.332759304494535,-0.372724955037239,-0.359142323281907,-0.305207127652542,-0.351509010555865,-0.35019138488556,-0.3246831187621,-0.35327873691682,-0.338056107147833,-0.359567299920352,-0.362387991418345,-0.350940341536694,-0.345035228197913,-0.322625744476959,-0.309976499854929,-0.304633832638247,-0.312448349203823,-0.33076772571565,-0.331103024894501,-0.319051094732863,-0.307368572884758,-0.329911244499058,-0.311751752429927,-0.340484241846613,-0.371975614721224,-0.380244453242994,-0.356971667864832,-0.390305625720138,-0.372025254598935,-0.339025422710847,-0.314610417893602,-0.328009521245319,-0.309600576533774,-0.343049257219157,-0.367259916978711
1899,-0.219069689216914,-0.239417077286089,-0.212787867060046,-0.261782854263949,-0.229341291086924,-0.235785084691543,-0.241794479225986,-0.220196593508506,-0.237979016283966,-0.292522446486028,-0.22264340684064,-0.231115769419756,-0.256855487614638,-0.217985489054092,-0.192991404720913,-0.234499631894192,-0.275198422811156,-0.232089115272097,-0.206922582798767,-0.208043808039054,-0.271087884064271,-0.297814066658717,-0.227870968168243,-0.221920502519387,-0.217653926236942,-0.253307372828495,-0.237167629236613,-0.201971506946597,-0.258246250574739,-0.262420225192971,-0.216101859783383,-0.242591488899278,-0.225145091824762,-0.238589491671615,-0.240849903976983,-0.20646547363584,-0.218378595508889,-0.208433055763971,-0.272373701067342,-0.194024492734516,-0.265225436070292,-0.243052158134549,-0.232094370517146,-0.272290991246178,-0.227341312914094,-0.255365770995358,-0.236093165324482,-0.226944916386474,-0.228947579165853,-0.22692262592608,-0.239661784698522,-0.263190249763759,-0.20637288810051,-0.247289188261574,-0.255377813335081,-0.235802977314274,-0.275179009597545,-0.210697312040537,-0.205955980133802,-0.257124746994778,-0.26501919292317,-0.21131377639779,-0.208597079118424,-0.259948464013195,-0.210200050064892,-0.232266458736959,-0.247608309385757,-0.228913356690505,-0.237629903062928,-0.235553841149646,-0.249450624620211,-0.198188054326598,-0.28688948383136,-0.20440467692692,-0.227325412855302,-0.242825875353811,-0.222691022978017,-0.264258387621294,-0.227098872500784,-0.205849007823518,-0.268180630506841,-0.241780087908016,-0.210730936499467,-0.234448799899033,-0.252230513553301,-0.234293608026148,-0.272268721792868,-0.240624452632675,-0.224982667253574,-0.283966815854553,-0.239649285749575,-0.25440901020608,-0.192675651223176,-0.204879341739711,-0.182129973034395,-0.252337587270858,-0.204891912875832,-0.193443639160482,-0.22565574963229,-0.254890606487636
1900,-0.130055124051854,-0.139489566244023,-0.145895483313107,-0.150087255072779,-0.132891912300814,-0.128366143951663,-0.163766592370747,-0.131372469320701,-0.178642903833669,-0.153974607643713,-0.151052236970919,-0.137684649320326,-0.156691322268344,-0.132678574832647,-0.145084625506673,-0.139691231030003,-0.141493163981877,-0.122180664601704,-0.137517976838041,-0.140453743899433,-0.129339301277471,-0.131072812989357,-0.109233847871018,-0.164812294410036,-0.125445789421838,-0.12636799162673,-0.135214298477274,-0.191456601713847,-0.155191040411403,-0.14594993761781,-0.141574905284667,-0.149777974091682,-0.181296207249139,-0.0972425708795176,-0.110216031131357,-0.148253971232965,-0.120416142054598,-0.132036320001274,-0.140306683093857,-0.179651501514055,-0.133598754350644,-0.10973606140075,-0.157001170896402,-0.158177720973438,-0.131927116015402,-0.127166780174834,-0.124577614012484,-0.131242417210105,-0.132560178719544,-0.132020959793379,-0.111829561304587,-0.161044059999224,-0.149858019906448,-0.093334354253548,-0.137812053898245,-0.130906956498972,-0.146930515883623,-0.186724299001142,-0.160682946065546,-0.141556124198734,-0.099445651655443,-0.133245491251944,-0.127798739420336,-0.110042872223002,-0.175927065382541,-0.123376618603621,-0.182884116984453,-0.135933836578858,-0.135081493056849,-0.127947092934252,-0.131861667491297,-0.149691010717772,-0.161748781894209,-0.138647551691547,-0.131377631503052,-0.152126313290702,-0.161992087343587,-0.171513426808312,-0.152361867684399,-0.121978468271821,-0.144720544738699,-0.148485897850907,-0.144653271621996,-0.141592727766896,-0.112610102556178,-0.142283347337847,-0.124839449050928,-0.149149303541623,-0.164996782778028,-0.13179858676829,-0.141196748591215,-0.107772494010941,-0.112130836394831,-0.160107179162567,-0.15678891331345,-0.134234116978744,-0.128076743622699,-0.108793197883973,-0.124326102829164,-0.160481088305514
1901,-0.176696939501948,-0.209866027674482,-0.198833057244619,-0.238840611558116,-0.247255155967266,-0.193419882148462,-0.210722935413471,-0.212970197209327,-0.209418103079185,-0.217580292238922,-0.206468908033111,-0.202513966333578,-0.217187783904243,-0.171996544061616,-0.173862661456054,-0.210493878530139,-0.229316672587901,-0.220126662403761,-0.200621696621427,-0.210167772950542,-0.221123644099145,-0.212525855963836,-0.221466121969733,-0.23779914933683,-0.201120084136305,-0.246197671985142,-0.201113922120793,-0.191854012836965,-0.232132736334914,-0.164193211692942,-0.242597891042486,-0.218448221275768,-0.207036138380845,-0.216494883427971,-0.229965198554547,-0.215049129069629,-0.188498007453752,-0.23175655855315,-0.217228846940719,-0.208132926885901,-0.210875364461582,-0.212524157279448,-0.200752707187636,-0.235296113438675,-0.197659303053352,-0.216213739556632,-0.195010106497972,-0.207269555314669,-0.197711085428007,-0.179943933889841,-0.211653561021755,-0.221733300500342,-0.23222588180981,-0.252359113072431,-0.242209401620125,-0.234735694894295,-0.190556160133112,-0.223599015790273,-0.189546330500817,-0.218822458365178,-0.189191882366833,-0.226803424431435,-0.221502601696266,-0.248183629435884,-0.178588017370446,-0.262516060724757,-0.228152467441177,-0.207888068219263,-0.187679899275445,-0.203713712226842,-0.275455345572571,-0.201015315158194,-0.215821945211243,-0.25482225101758,-0.184424652181299,-0.239358004491426,-0.206790875240607,-0.233125578393147,-0.200340418199279,-0.232639858527817,-0.204408133040301,-0.22193174091629,-0.200020643644285,-0.204164271526642,-0.172942623155178,-0.190068494027539,-0.183285326174929,-0.185597888324083,-0.207053458202219,-0.197895456056072,-0.213699339493828,-0.24125287995533,-0.205746927692207,-0.187358814679031,-0.214502556584681,-0.197025037622589,-0.216533155699037,-0.177283082460638,-0.239159064436702,-0.218531784623491
1902,-0.344670890961429,-0.362600300205885,-0.349030638342248,-0.338127303662234,-0.325272226159538,-0.360343704159433,-0.375862694698765,-0.358291393421375,-0.358510096670478,-0.350130619661516,-0.342462288261861,-0.371325232221424,-0.337884940169161,-0.298078172926736,-0.374547761911221,-0.343506435478059,-0.32127575637365,-0.348119053923775,-0.347227652459102,-0.334566728061051,-0.346663983468215,-0.342963599585287,-0.348435895974056,-0.334189222952088,-0.321913354872544,-0.375131696163096,-0.344718963787364,-0.369851575397086,-0.357943665051915,-0.33470789741401,-0.376103223646565,-0.341499584997798,-0.294158496443244,-0.341927026857539,-0.330354662053445,-0.334382742719706,-0.343598829552884,-0.334638262042002,-0.351545613814524,-0.333725769810743,-0.334915478101838,-0.329052316174179,-0.363621196991593,-0.349978258179676,-0.33747377069503,-0.33031966371472,-0.336565536738615,-0.334271816695135,-0.315411256406727,-0.34115570414305,-0.361176107949484,-0.328581030465716,-0.336906754361759,-0.363251550023715,-0.375476999476531,-0.340670518491649,-0.314179451877503,-0.349961973566733,-0.369613745954149,-0.374668410383449,-0.351184542556811,-0.342344430409584,-0.322917013070225,-0.340300831911312,-0.349098450176078,-0.32661137505387,-0.341039031877388,-0.368943470299154,-0.31877003461557,-0.340940959908939,-0.312726578761927,-0.310774450057736,-0.373033628861192,-0.364837660555282,-0.373839644018235,-0.342044731614083,-0.355641575557083,-0.345597378558373,-0.344254099483192,-0.352821915394767,-0.343085531169756,-0.339944479371812,-0.323705968596983,-0.336459642342404,-0.341000781812275,-0.351956869016617,-0.314757092039122,-0.343424787734144,-0.339860248786945,-0.362528740987654,-0.355936062143457,-0.355702653327386,-0.330413687349657,-0.373890466136749,-0.321895070976148,-0.355265858849063,-0.315485030611596,-0.35074179455053,-0.325790944999552,-0.32901235775375
1903,-0.438083758613206,-0.372718611857548,-0.415728930087134,-0.415451765885675,-0.46458511004919,-0.448092907138686,-0.416906760840649,-0.424650327937242,-0.44367932558498,-0.41324790952765,-0.478883214766287,-0.442271275302677,-0.442699183946838,-0.423866869132983,-0.426838590613351,-0.428624342522219,-0.410582601649806,-0.398947224462214,-0.448820656057021,-0.415545615968201,-0.418160339204888,-0.42230923281225,-0.431781394851382,-0.408646295015037,-0.441158392381959,-0.426689407352005,-0.395755796860446,-0.431439192809557,-0.441399550055189,-0.453196492735199,-0.383611722219331,-0.415856133011667,-0.413067507587702,-0.395994267786814,-0.506781052690298,-0.414720634112968,-0.417026129370954,-0.415847072296321,-0.420600134800677,-0.403459335024386,-0.432535545341312,-0.429082203360545,-0.430751802327603,-0.40302363170882,-0.447829941872275,-0.434803393372049,-0.451667897663806,-0.424715561148969,-0.447782264573895,-0.391305231237758,-0.413570099984156,-0.442064360078507,-0.437195833466342,-0.426194537757567,-0.430344607194628,-0.437127674183528,-0.440752952402818,-0.422373142585467,-0.438235919026501,-0.430228915356474,-0.435697761656976,-0.408702869371026,-0.428711638046531,-0.445040463985223,-0.397506349543776,-0.456495488126404,-0.399617796530166,-0.421893801474371,-0.434741438984515,-0.456051019227772,-0.459502353380943,-0.425749955763941,-0.436811186676715,-0.423186577222248,-0.425003703892624,-0.412323617138659,-0.393751964721694,-0.419716201408525,-0.449578276202458,-0.461895246565186,-0.407734345133274,-0.437946510446719,-0.406440059646422,-0.435273077782084,-0.397319672874171,-0.404418847014937,-0.43699305991773,-0.41957745285899,-0.436833302486894,-0.430763895108667,-0.429520485842719,-0.407202620908247,-0.451204910880544,-0.431588724792301,-0.402378191395494,-0.417865327863896,-0.382556427168915,-0.393798389735297,-0.413341018426582,-0.426083860270346
